4142720701006		44432		5.000	00364		3.990	00364_1
4142790200706		44432		35.000	00364		2.500	00364_2
4142725100705		44432		24.000	00364		2.700	00364_3
5053307039018		44432		24.000	00364		3.990	00364_4
5053307039773		44432		1.000	00364		3.990	00364_5
8018190001334		44432		6.000	00364		9.990	00364_6
5907222907207		44432		24.000	00364		2.500	00364_7
4142824801008		44432		30.000	00364		3.990	00364_8
8018190089530		44432		10.000	00364		22.500	00364_9
5909990087921		44432		3.000	00364		9.100	00364_10
5909991102326		44432		9.000	00364		14.300	00364_11
5909990296033		44432		4.000	00364		9.100	00364_12
5909990296026		44432		5.000	00364		5.000	00364_13
5010232967847		44432		3.000	00364		14.200	00364_14
5010232964853		44432		2.000	00364		14.200	00364_15
5011831087257		44432		3.000	00364		14.900	00364_16
5011831083556		44432		4.000	00364		6.500	00364_17
5011831083402		44432		6.000	00364		6.500	00364_18
5909990636990		44432		6.000	00364		12.000	00364_19
5903031280531		44432		5.000	00364		12.500	00364_20
5907377139652		44432		2.000	00364		11.000	00364_21
5909991284114		44432		1.000	00364		7.500	00364_22
5909991019464		44432		5.000	00364		5.600	00364_23
5909990049202		44432		3.000	00364		10.200	00364_24
5903060610842		44432		2.000	00364		14.500	00364_25
5909990731237		44432		2.000	00364		19.600	00364_26
5909990192618		44432		1.000	00364		12.300	00364_27
5902143812203		44432		1.000	00364		11.300	00364_28
5905279708006		44432		1.000	00364		8.500	00364_29
5909990422678		44432		2.000	00364		14.900	00364_30
5901130354924		44432		1.000	00364		8.500	00364_31
5909990996339		44432		1.000	00364		17.900	00364_32
5901130350261		44432		3.000	00364		7.500	00364_33
5901812127136		44432		2.000	00364		4.500	00364_34
5900095009160		44432		2.000	00364		5.300	00364_35
5900095001577		44432		4.000	00364		4.700	00364_36
5900095009153		44432		7.000	00364		5.300	00364_37
5900095015260		44432		1.000	00364		5.500	00364_38
5900095015239		44432		2.000	00364		5.500	00364_39
5900095015239		44432		2.000	00364		5.500	00364_40
5900095009146		44432		1.000	00364		5.300	00364_41
5900095015260		44432		4.000	00364		5.500	00364_42
5900095000105		44432		3.000	00364		5.000	00364_43
8431618009383		44432		22.000	00364		9.990	00364_44
8431618009345		44432		35.000	00364		3.990	00364_45
8431618008140		44432		1.000	00364		34.990	00364_47
8431618008164		44432		1.000	00364		54.990	00364_48
8431618009826		44432		1.000	00364		34.990	00364_49
8431618009468		44432		1.000	00364		34.990	00364_50
8431618009826		44432		1.000	00364		34.990	00364_51
8431618009482		44432		1.000	00364		54.990	00364_52
4009900484695		44434		5.000	00364		4.990	00364_53
4009900018784		44434		10.000	00364		3.990	00364_54
4009900378000		44434		5.000	00364		3.990	00364_55
4009900405553		44434		3.000	00364		3.990	00364_56
4009900478984		44434		12.000	00364		3.990	00364_57
4009900376631		44434		9.000	00364		3.990	00364_58
4009900382250		44434		12.000	00364		3.990	00364_59
4009900513661		44434		10.000	00364		3.990	00364_60
50173822		44434		16.000	00364		2.390	00364_61
50173204		44434		1.000	00364		2.390	00364_62
50173204		44434		7.000	00364		2.390	00364_63
42069942		44434		24.000	00364		2.390	00364_64
50173419		44434		9.000	00364		2.390	00364_65
4009900513661		44434		2.000	00364		3.990	00364_66
50173471		44434		15.000	00364		2.390	00364_67
42307129		44434		1.000	00364		2.390	00364_68
42070351		44434		15.000	00364		2.390	00364_69
42247371		44434		8.000	00364		2.390	00364_70
42189008		44434		4.000	00364		3.990	00364_71
42070047		44434		11.000	00364		2.390	00364_72
50173167		44434		21.000	00364		2.390	00364_73
42211877		44434		4.000	00364		3.990	00364_74
42268192		44434		11.000	00364		3.990	00364_75
42211501		44434		3.000	00364		2.390	00364_76
42155270		44434		15.000	00364		2.390	00364_77
5000159376655		44434		16.000	00364		2.490	00364_78
5000159407236		44434		8.000	00364		2.690	00364_79
5900951028502		44434		6.000	00364		3.490	00364_80
5900951027307		44434		7.000	00364		3.490	00364_81
40111216		44434		3.000	00364		3.490	00364_82
5903548002015		44434		4.000	00364		2.990	00364_83
5903548002008		44434		8.000	00364		2.990	00364_84
7622210416100		44434		12.000	00364		2.590	00364_85
80052760		44434		8.000	00364		3.990	00364_86
5900394006167		44434		14.000	00364		1.890	00364_87
7613031006267		44434		13.000	00364		1.790	00364_88
5900352013015		44434		2.000	00364		1.790	00364_89
8431618009840		44434		2.000	00364		54.990	00364_90
9771689585003		44434		8.000	00364		3.990	00364_91
9770514099142		44434		4.000	00364		9.990	00364_92
59019169		44435		4.000	00364		2.190	00364_93
80052043		44435		11.000	00364		2.290	00364_94
80052333		44435		5.000	00364		2.290	00364_95
7622210820457		44435		5.000	00364		2.590	00364_96
7622210820426		44435		5.000	00364		2.590	00364_97
40144955		44435		8.000	00364		1.590	00364_98
40144955		44435		1.000	00364		1.590	00364_99
40144955		44435		2.000	00364		1.590	00364_100
46152800		44435		1.000	00364		3.190	00364_101
5901783035027		44435		2.000	00364		1.990	00364_102
5901783035034		44435		1.000	00364		1.990	00364_103
5901783035041		44435		1.000	00364		1.990	00364_104
5901783035010		44435		4.000	00364		1.990	00364_105
46152800		44435		5.000	00364		3.190	00364_106
87108019		44435		8.000	00364		2.990	00364_107
87108026		44435		4.000	00364		2.990	00364_108
87108217		44435		4.000	00364		2.890	00364_109
40144016		44435		16.000	00364		2.890	00364_110
40144160		44435		2.000	00364		2.790	00364_111
5900617034786		44435		3.000	00364		2.590	00364_112
7613031006267		44435		5.000	00364		1.790	00364_114
5900352002262		44435		4.000	00364		2.190	00364_115
5900352013749		44435		9.000	00364		2.190	00364_116
7622210310002		44435		11.000	00364		1.990	00364_117
5903548002022		44435		5.000	00364		2.990	00364_118
5908260252793		44435		10.000	00364		1.990	00364_119
5908260252786		44435		5.000	00364		1.990	00364_120
5901125006937		44435		5.000	00364		2.490	00364_121
5900862018562		44435		8.000	00364		1.790	00364_122
59011194		44435		8.000	00364		2.290	00364_123
59078203		44435		1.000	00364		2.190	00364_124
59078203		44435		4.000	00364		2.190	00364_125
59038733		44435		5.000	00364		2.190	00364_126
59025603		44435		4.000	00364		2.190	00364_127
7622210309792		44435		10.000	00364		1.990	00364_128
5900352007151		44435		8.000	00364		1.690	00364_129
40144450		44435		7.000	00364		2.890	00364_130
9770491819009		44435		7.000	00364		9.900	00364_131
9788328227606		44435		2.000	00364		99.990	00364_132
9771642568005		44435		2.000	00364		7.900	00364_133
9771898485002		44435		2.000	00364		14.990	00364_134
9772657573008		44435		2.000	00364		17.900	00364_135
59012504		44446		23.000	00364		2.590	00364_136
8000500267035		44446		19.000	00364		2.690	00364_137
40084176		44446		30.000	00364		1.990	00364_138
5060166692483		44446		2.000	00364		5.490	00364_139
5060337500258		44446		3.000	00364		5.490	00364_140
9002490100070		44446		3.000	00364		5.990	00364_141
9002490200220		44446		4.000	00364		5.990	00364_142
5900552014713		44446		3.000	00364		2.990	00364_143
5449000230638		44446		2.000	00364		3.790	00364_144
5449000236623		44446		3.000	00364		3.490	00364_145
5449000235947		44446		2.000	00364		3.490	00364_146
5449000265098		44445		10.000	00364		5.490	00364_147
5449000000996		44445		1.000	00364		2.590	00364_148
5449000131805		44445		4.000	00364		2.590	00364_149
5449000011114		44445		2.000	00364		1.990	00364_150
5900552056461		44445		4.000	00364		2.990	00364_151
5902221668104		44445		5.000	00364		3.300	00364_152
5902221668074		44445		4.000	00364		3.300	00364_153
5900334005496		44445		4.000	00364		2.990	00364_154
5900334000279		44445		4.000	00364		2.990	00364_155
90492341		44445		4.000	00364		2.590	00364_156
50112234		44445		4.000	00364		2.590	00364_157
5449000147011		44445		2.000	00364		2.590	00364_158
5634534521516		44430		1.000	00364		9.900	00364_159
0008421421763		44430		1.000	00364		19.900	00364_160
0008421421435		44430		1.000	00364		19.900	00364_161
0008421412471		44430		4.000	00364		19.900	00364_162
0008421421664		44430		2.000	00364		19.900	00364_163
5902860136217		44430		1.000	00364		19.900	00364_164
5902860136200		44430		1.000	00364		19.900	00364_165
0008421421459		44430		2.000	00364		19.900	00364_166
0008421421404		44430		4.000	00364		19.900	00364_167
0008421421428		44430		2.000	00364		19.900	00364_168
0008421421626		44430		2.000	00364		19.900	00364_169
0008421412471		44430		2.000	00364		19.900	00364_170
0008421412440		44430		1.000	00364		19.900	00364_171
0008421421367		44430		2.000	00364		19.900	00364_172
0008421421664		44430		2.000	00364		19.900	00364_173
0008421421404		44430		2.000	00364		19.900	00364_174
0008421421640		44430		1.000	00364		19.900	00364_175
0008421422111		44430		2.000	00364		19.900	00364_176
0008421421909		44430		1.000	00364		19.900	00364_177
0008421421930		44430		1.000	00364		19.900	00364_178
0008421421671		44430		2.000	00364		19.900	00364_179
0008421421916		44430		1.000	00364		19.900	00364_180
0008421421404		44430		3.000	00364		19.900	00364_181
0008421421909		44430		2.000	00364		19.900	00364_182
0008421422319		44430		2.000	00364		19.900	00364_183
0008421421671		44430		1.000	00364		19.900	00364_184
0008421421664		44430		1.000	00364		19.900	00364_185
0008421350261		44430		2.000	00364		15.500	00364_186
0008421412440		44430		2.000	00364		19.900	00364_187
0008421421459		44430		4.000	00364		19.900	00364_188
0008421421589		44430		1.000	00364		19.900	00364_189
0008421421688		44430		2.000	00364		19.900	00364_190
0008421421398		44430		3.000	00364		19.900	00364_191
5901389566772		44412		3.000	00364		5.700	00364_192
4008118665407		44412		1.000	00364		8.600	00364_193
4012700978868		44412		9.000	00364		6.990	00364_194
4008118665407		44412		1.000	00364		8.600	00364_195
4008110002866		44412		6.000	00364		10.690	00364_196
4012700804679		44412		2.000	00364		6.000	00364_197
4012700804662		44412		3.000	00364		6.000	00364_198
4012700804655		44412		3.000	00364		6.000	00364_199
4008118660082		44412		9.000	00364		13.390	00364_200
4012700338853		44412		9.000	00364		15.790	00364_201
4012700700285		44412		4.000	00364		7.300	00364_202
4012700804839		44412		8.000	00364		7.000	00364_203
5905647404363		44412		7.000	00364		3.790	00364_204
4012700340047		44412		10.000	00364		5.690	00364_205
40127095		44412		19.000	00364		2.790	00364_206
4631147036995		44412		1.000	00364		9.990	00364_207
4008110165639		44412		2.000	00364		5.290	00364_208
5901389563054		44412		2.000	00364		2.290	00364_209
5901389567243		44412		12.000	00364		2.490	00364_210
40806075		44412		6.000	00364		10.690	00364_211
4008117017061		44412		5.000	00364		4.190	00364_212
5901389566611		44412		9.000	00364		4.000	00364_213
5901389560497		44412		16.000	00364		5.690	00364_214
9002490100070		44411		6.000	00364		5.990	00364_215
5900552014713		44411		2.000	00364		2.990	00364_216
5900394006167		44411		17.000	00364		1.890	00364_217
5902221668104		44411		2.000	00364		3.300	00364_218
5902221668074		44411		2.000	00364		3.300	00364_219
59042396		44411		6.000	00364		2.590	00364_220
59078203		44411		3.000	00364		2.190	00364_221
59025603		44411		13.000	00364		2.190	00364_222
59011194		44411		12.000	00364		2.290	00364_223
5902860133476		44423		2.000	00364		29.900	00364_224
5634534514020		44423		1.000	00364		29.900	00364_225
5812312300410		44423		1.000	00364		20.000	00364_226
5812312300410		44423		1.000	00364		20.000	00364_227
5902860133063		44423		5.000	00364		20.000	00364_228
5902860133056		44423		7.000	00364		20.000	00364_229
5907791700360		44414		4.000	00364		5.000	00364_230
5907791700438		44414		9.000	00364		5.000	00364_231
5907791700438		44414		1.000	00364		5.000	00364_232
5907441061094		44414		7.000	00364		5.000	00364_233
5907441063890		44414		3.000	00364		5.000	00364_234
5907441064972		44414		1.000	00364		5.000	00364_235
5907441064972		44414		2.000	00364		5.000	00364_236
5908310588971		44414		4.000	00364		5.000	00364_237
5908310588995		44414		3.000	00364		5.000	00364_238
5908310589008		44414		2.000	00364		15.000	00364_239
5908310588964		44414		2.000	00364		5.000	00364_240
5908310588957		44414		7.000	00364		5.000	00364_241
5907782185732		44414		1.000	00364		5.000	00364_242
5907782185947		44414		13.000	00364		5.000	00364_243
5907782185770		44414		2.000	00364		9.000	00364_244
5907782185770		44414		7.000	00364		9.000	00364_245
5907782185770		44414		5.000	00364		9.000	00364_246
5907782185831		44414		11.000	00364		19.000	00364_247
5902385920445		44414		4.000	00364		5.000	00364_248
5903111841003		44414		5.000	00364		5.000	00364_249
5907559277172		44414		3.000	00364		5.000	00364_250
5907559277158		44414		1.000	00364		10.000	00364_251
5907559277158		44414		1.000	00364		10.000	00364_252
5907559277158		44414		5.000	00364		10.000	00364_253
5907559277165		44414		6.000	00364		10.000	00364_254
5907791700438		44437		1.000	00364		5.000	00364_255
5907791700360		44437		1.000	00364		5.000	00364_256
5907791700438		44437		1.000	00364		5.000	00364_257
5907791700360		44437		1.000	00364		5.000	00364_258
